school,sport,deal_type,deal_value,payment_type,brand,date,year,school_resources_used
UCLA,Softball,Other,15000.0,Cash,Mark Kalmansohn,9/12/23,2023,No
UCLA,Softball,Other,15000.0,Cash,Mark Kalmansohn,9/12/23,2023,No
UCLA,Softball,Other,17500.0,C ash,Mark Kalmansohn,9/12/23,2023,No
UCLA,Softball,Other,15000.0,Cash,Mark Kalmansohn,9/12/23,2023,No
UCLA,Softball,Other,2500.0,Cash,Mark Kalmansohn,9/12/23,2023,No
UCLA,Football,Social Media,1300.0,Cash,Tinder,9/29/23,2023,No
UCLA,Football,Other,1000.0,Cash,Sway Media Networks,9/15/23,2023,No
UCLA,Gymnastics (Womens),Social Media,25000.0,Cash,influential,1/17/24,2024,No
UCLA,Track and Field,Social Media,450.0,Cash,The Influencer Marketing Factory,9/16/23,2023,No
UCLA,Soccer (Womens),Social Media,12.0,Product/Equity,Gun Performance,10/16/23,2023,No
UCLA,Gymnastics (Womens),Social Media,50000.0,Cash,Blended Strategy,9/15/23,2023,No
UCLA,Gymnastics (Womens),Social Media,30000.0,Cash,Gale Partners,9/15/23,2023,No
UCLA,Basketball (Womens),Social Media,18000.0,Cash,Apple Inc.,1/12/24,2024,No
UCLA,Softball,Social Media,22500.0,Cash,Uninterrupted X Gatorade,9/19/23,2023,No
UCLA,Volleyball (Mens),Social Media,2000.0,Product/Equity,Priority Rides,9/28/23,2023,No
UCLA,Gymnastics (Womens),Social Media,4530.0,Product/Equity,sunlife organics,9/16/23,2023,No
UCLA,Soccer (Womens),Social Media,1500.0,Cash,Oofos,9/7/23,2023,No
UCLA,Gymnastics (Womens),Social Media,129.0,Cash,Koreoleo,10/5/23,2023,No
UCLA,Volleyball (Beach),Social Media,1000.0,Cash,ISSA,9/8/23,2023,No
UCLA,Football,Social Media,11000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Cross Country,Social Media,650.0,Cash,Brooks Running,10/11/23,2023,No
UCLA,Volleyball (Beach),Social Media,9000.0,Cash,Lloyd And Julie Talbert,2/20/24,2024,No
UCLA,Basketball (Mens),Public Appearance,20000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Basketball (Mens),Public Appearance,80000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Basketball (Mens),Public Appearance,50000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Basketball (Mens),Public Appearance,100000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Basketball (Mens),Public Appearance,100000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Basketball (Mens),Public Appearance,100000.0,Cash,Team First Foundation,11/8/23,2023,No
UCLA,Volleyball (Beach),Social Media,1500.0,Product/Equity,jackie yedgar,10/2/23,2023,No
UCLA,Basketball (Womens),Public Appearance,400.0,Cash,Luskin OIC,4/11/24,2024,No
UCLA,Football,Social Media,270000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Basketball (Womens),Public Appearance,400.0,Cash,Luskin OIC,4/11/24,2024,No
UCLA,Volleyball (Beach),Social Media,6000.0,Cash,C4,10/6/23,2023,No
UCLA,Basketball (Mens),Social Media,10000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Football,Social Media,50000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Basketball (Mens),Social Media,1000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Football,Social Media,500.0,Product/Equity,Fashion Nova Men,9/29/23,2023,No
UCLA,Basketball (Womens),Other,1500.0,Cash,Something Ideal LLC,9/12/23,2023,No
UCLA,Football,Royalty,50.0,Cash,Clutch Merchandise LLC,9/27/23,2023,No
UCLA,Golf (Mens),Social Media,1250.0,Cash,Good Good Apparel,11/9/23,2023,No
UCLA,Football,Social Media,40000.0,Cash,Men of Westwood,11/8/23,2023,No
UCLA,Volleyball (Beach),Other,2000.0,Cash,Nasm,10/6/23,2023,No
UCLA,Volleyball (Beach),Public Appearance,1000.0,Cash,TCl,10/6/23,2023,No
UCLA,Volleyball (Beach),Social Media,500.0,Cash,Trizzy,10/6/23,2023,No
